safebrowsing,token_count,avg_path_token,largest_path,largest_token,URL,sec_sen_word_cnt,IPaddress_presence,largest_domain,No_of_dots,host,Length_of_url,ASNno,rank_country,rank_host,path_token_count,domain_token_count,path,avg_token_length,avg_domain_token_length,Length_of_host
-1,4,0,0,6,http://www.google.com,0,0,6,2,www.google.com,21,-1,-1,-1,0,3,,4.0,4.0,14
